category,subcategory,course_id,course_name,question,answer
Campus Life Data,CampusLife,,,Could you tell me is there public transport connectivity to the college campus?,Students can join sports teams via the sports office or sign-ups during orientation.
Campus Life Data,CampusLife,,,Does the campus support entrepreneurship activities?,Career counselling services are available to help with CVs and interviews.
Campus Life Data,CampusLife,,,Could you tell me are there inter-college sports teams?,"Yes, there is a well-equipped gymnasium for students."
Campus Life Data,CampusLife,,,What is the process to apply for hostel accommodation?,Laundry services are available on or near campus.
Campus Life Data,CampusLife,,,Could you tell me do you provide separate hostels for boys and girls?,Laundry services are available on or near campus.
Campus Life Data,CampusLife,,,Could you tell me is there 24/7 security on campus?,Emergency contact numbers are available at reception and student services.
Campus Life Data,CampusLife,,,Are hostel rooms furnished with internet access?,"Yes, hostel facilities are provided with furnished rooms, study areas, and security."
Campus Life Data,CampusLife,,,Could you tell me is there public transport connectivity to the campus?,"Sports facilities include football, cricket, basketball courts, indoor sports halls and a gym."
Campus Life Data,CampusLife,,,Could you tell me are there hostel facilities on campus?,Laundry services are available on or near campus.
Campus Life Data,CampusLife,,,Could you tell me how can I join a sports team?,Students can join sports teams via the sports office or sign-ups during orientation.
Campus Life Data,CampusLife,,,Could you tell me are hostel rooms furnished with internet access?,Laundry services are available on or near campus.
Campus Life Data,CampusLife,,,Could you tell me how safe is the campus?,Security personnel patrol hostels and campus areas around the clock.
Campus Life Data,CampusLife,,,Could you tell me are hostel rooms furnished with internet access?,Hostel applications are accepted through the student portal after admission; allocation is based on availability.
Campus Life Data,CampusLife,,,Could you tell me are counsellors available for students?,Professional counsellors offer mental health support and appointments can be scheduled.
Campus Life Data,CampusLife,,,Could you tell me is campus-wide Wi-Fi available?,Career counselling services are available to help with CVs and interviews.
Campus Life Data,CampusLife,,,Could you tell me can students choose a roommate in the hostel?,Laundry services are available on or near campus.
Campus Life Data,CampusLife,,,Is there public transport connectivity to the college campus?,Students can join sports teams via the sports office or sign-ups during orientation.
Campus Life Data,CampusLife,,,Could you tell me what cultural events happen on campus?,"Annual cultural fests, departmental events and technical symposiums are organized."
Campus Life Data,CampusLife,,,Could you tell me are there inter-college sports teams?,"Sports facilities include football, cricket, basketball courts, indoor sports halls and a gym."
Campus Life Data,CampusLife,,,Could you tell me is there an on-campus medical clinic?,Professional counsellors offer mental health support and appointments can be scheduled.
Campus Life Data,CampusLife,,,Are there hostel facilities on college campus?,Hostel rooms have Wi-Fi and common area internet access.
Campus Life Data,CampusLife,,,Could you tell me do hostels have Wi-Fi access?,Hostel rooms have Wi-Fi and common area internet access.
Campus Life Data,CampusLife,,,Could you tell me can students choose a roommate in the hostel?,Hostel rooms have Wi-Fi and common area internet access.
Campus Life Data,CampusLife,,,How much does hostel accommodation cost per year?,Hostel applications are accepted through the student portal after admission; allocation is based on availability.
Campus Life Data,CampusLife,,,Could you tell me can students pay by card in the canteen?,Both vegetarian and non-vegetarian options are available.
Campus Life Data,CampusLife,,,Could you tell me does the library provide access to online journals?,"Yes, the library subscribes to major online journals and databases accessible to students."
Campus Life Data,CampusLife,,,Could you tell me are there hostel facilities on college campus?,Laundry services are available on or near campus.
Campus Life Data,CampusLife,,,Does the college campus have a central library?,"The campus has a central library with books, journals and study spaces."
Campus Life Data,CampusLife,,,Could you tell me can students choose a roommate in the hostel?,"Hostel fees vary by room type; typical ranges are GBP 3,000 - GBP 7,000 per year."
Campus Life Data,CampusLife,,,How safe is the college campus?,Emergency contact numbers are available at reception and student services.
Campus Life Data,CampusLife,,,Could you tell me are hostel rooms furnished with internet access?,"Hostel fees vary by room type; typical ranges are GBP 3,000 - GBP 7,000 per year."
Campus Life Data,CampusLife,,,Could you tell me what is the mess/canteen like on college campus?,The mess offers multiple cuisines with daily menus and hygienic food preparation.
Campus Life Data,CampusLife,,,Could you tell me how much does hostel accommodation cost per year?,"Yes, hostel facilities are provided with furnished rooms, study areas, and security."
Campus Life Data,CampusLife,,,Could you tell me are there quiet/study hours in hostels?,"Yes, hostel facilities are provided with furnished rooms, study areas, and security."
Campus Life Data,CampusLife,,,Could you tell me are there hostel facilities on campus?,Hostel rooms have Wi-Fi and common area internet access.
Campus Life Data,CampusLife,,,Could you tell me is there a gymnasium for students?,Students can join sports teams via the sports office or sign-ups during orientation.
Campus Life Data,CampusLife,,,Is there public transport connectivity to the college campus?,"Sports facilities include football, cricket, basketball courts, indoor sports halls and a gym."
Campus Life Data,CampusLife,,,Could you tell me how safe is the campus?,The campus has 24/7 security staff and CCTV in key areas.
Campus Life Data,CampusLife,,,Could you tell me is there a gymnasium for students?,"Sports facilities include football, cricket, basketball courts, indoor sports halls and a gym."
Campus Life Data,CampusLife,,,Do you provide separate hostels for boys and girls?,Laundry services are available on or near campus.
Campus Life Data,CampusLife,,,Could you tell me are there sports facilities on campus?,Students can join sports teams via the sports office or sign-ups during orientation.
Campus Life Data,CampusLife,,,Could you tell me how safe is the college campus?,Emergency contact numbers are available at reception and student services.
Campus Life Data,CampusLife,,,Could you tell me how can I join a sports team?,"Sports facilities include football, cricket, basketball courts, indoor sports halls and a gym."
Campus Life Data,CampusLife,,,Could you tell me are vegetarian options available in the canteen?,The mess offers multiple cuisines with daily menus and hygienic food preparation.
Campus Life Data,CampusLife,,,Could you tell me do hostels have Wi-Fi access?,Hostel applications are accepted through the student portal after admission; allocation is based on availability.
Campus Life Data,CampusLife,,,What is the mess/canteen like on college campus?,Most canteens accept card and mobile payments; cash is also accepted.
Campus Life Data,CampusLife,,,Could you tell me what is campus life like during weekends?,The placement cell assists with internships and recruitment drives.
Campus Life Data,CampusLife,,,Could you tell me is there public transport connectivity to the campus?,Students can join sports teams via the sports office or sign-ups during orientation.
Campus Life Data,CampusLife,,,Do hostels have Wi-Fi access?,Laundry services are available on or near campus.
Campus Life Data,CampusLife,,,What is college campus life like during weekends?,The placement cell assists with internships and recruitment drives.
Campus Life Data,CampusLife,,,Does the placement cell help with internships?,The placement cell assists with internships and recruitment drives.
Campus Life Data,CampusLife,,,Are there hostel facilities on college campus?,Hostel applications are accepted through the student portal after admission; allocation is based on availability.
Campus Life Data,CampusLife,,,Could you tell me how often are workshops and seminars organized?,"Annual cultural fests, departmental events and technical symposiums are organized."
Campus Life Data,CampusLife,,,How safe is the college campus?,Security personnel patrol hostels and campus areas around the clock.
Campus Life Data,CampusLife,,,Are there inter-college sports teams?,"Sports facilities include football, cricket, basketball courts, indoor sports halls and a gym."
Campus Life Data,CampusLife,,,Could you tell me is there 24/7 security on college campus?,The campus has 24/7 security staff and CCTV in key areas.
Campus Life Data,CampusLife,,,Are there hostel facilities on campus?,Laundry services are available on or near campus.
Campus Life Data,CampusLife,,,What cultural events happen on college campus?,Workshops and seminars are scheduled frequently throughout the academic year.
Campus Life Data,CampusLife,,,Are there CCTV cameras around hostels and college campus?,Hostel applications are accepted through the student portal after admission; allocation is based on availability.
Campus Life Data,CampusLife,,,Could you tell me how much does hostel accommodation cost per year?,Hostel applications are accepted through the student portal after admission; allocation is based on availability.
Campus Life Data,CampusLife,,,Are there sports facilities on college campus?,"Sports facilities include football, cricket, basketball courts, indoor sports halls and a gym."
Campus Life Data,CampusLife,,,Could you tell me are there hostel facilities on campus?,Hostel applications are accepted through the student portal after admission; allocation is based on availability.
Campus Life Data,CampusLife,,,Could you tell me can students choose a roommate in the hostel?,Hostel applications are accepted through the student portal after admission; allocation is based on availability.
Campus Life Data,CampusLife,,,Could you tell me are there inter-college sports teams?,Students can join sports teams via the sports office or sign-ups during orientation.
Campus Life Data,CampusLife,,,Does the college campus have a central library?,"Yes, the library subscribes to major online journals and databases accessible to students."
Campus Life Data,CampusLife,,,Could you tell me is laundry service available in hostels?,Hostel rooms have Wi-Fi and common area internet access.
Campus Life Data,CampusLife,,,Could you tell me does the college campus have a central library?,"Yes, the library subscribes to major online journals and databases accessible to students."
Campus Life Data,CampusLife,,,Could you tell me are there CCTV cameras around hostels and campus?,Hostel applications are accepted through the student portal after admission; allocation is based on availability.
Campus Life Data,CampusLife,,,Could you tell me are there CCTV cameras around hostels and college campus?,Laundry services are available on or near campus.
Campus Life Data,CampusLife,,,Could you tell me what is college campus life like during weekends?,Career counselling services are available to help with CVs and interviews.
Campus Life Data,CampusLife,,,Could you tell me do you provide separate hostels for boys and girls?,"Yes, hostel facilities are provided with furnished rooms, study areas, and security."
Campus Life Data,CampusLife,,,Could you tell me what is the mess/canteen like on campus?,The mess offers multiple cuisines with daily menus and hygienic food preparation.
Campus Life Data,CampusLife,,,Could you tell me does the college campus have a central library?,Library hours are usually 8:00 AM to 10:00 PM on weekdays.
Campus Life Data,CampusLife,,,Could you tell me how much does hostel accommodation cost per year?,"Hostel fees vary by room type; typical ranges are GBP 3,000 - GBP 7,000 per year."
Campus Life Data,CampusLife,,,Are there sports facilities on college campus?,"Yes, there is a well-equipped gymnasium for students."
Campus Life Data,CampusLife,,,Could you tell me does the college campus have a central library?,"The campus has a central library with books, journals and study spaces."
Campus Life Data,CampusLife,,,Could you tell me what is the mess/canteen like on college campus?,Most canteens accept card and mobile payments; cash is also accepted.
Campus Life Data,CampusLife,,,Could you tell me are there quiet/study hours in hostels?,Hostel rooms have Wi-Fi and common area internet access.
Campus Life Data,CampusLife,,,Could you tell me are there sports facilities on college campus?,Students can join sports teams via the sports office or sign-ups during orientation.
Campus Life Data,CampusLife,,,Are there sports facilities on college campus?,Students can join sports teams via the sports office or sign-ups during orientation.
Campus Life Data,CampusLife,,,Could you tell me what is the mess/canteen like on campus?,Both vegetarian and non-vegetarian options are available.
Campus Life Data,CampusLife,,,Could you tell me are there student clubs and societies?,The placement cell assists with internships and recruitment drives.
Campus Life Data,CampusLife,,,Could you tell me are there CCTV cameras around hostels and campus?,Laundry services are available on or near campus.
Campus Life Data,CampusLife,,,Does the college campus have a central library?,Library hours are usually 8:00 AM to 10:00 PM on weekdays.
Campus Life Data,CampusLife,,,Could you tell me are there quiet/study hours in hostels?,Laundry services are available on or near campus.
Campus Life Data,CampusLife,,,Could you tell me are there hostel facilities on campus?,"Hostel fees vary by room type; typical ranges are GBP 3,000 - GBP 7,000 per year."
Campus Life Data,CampusLife,,,Could you tell me are there CCTV cameras around hostels and campus?,"Hostel fees vary by room type; typical ranges are GBP 3,000 - GBP 7,000 per year."
Course Data,Masters,N/A,N/A,Give me a list of masters courses.,"The Masters courses offered are: MSc Applied AI and Data Science, MSc Cyber Security, MSc Marine Engineering, MSc Data Analytics, MSc Finance, MSc Marketing Management, MSc Project Management, MSc International Business, MSc Human Resource Management, MSc Computer Science, MSc Marine Biology, MSc Supply Chain Management."
Course Data,UG,N/A,N/A,Give me a list of undergraduate courses.,"The Undergraduate courses offered are: BSc Computer Science, BSc Software Engineering, BSc Marine Engineering, BSc Business Management, BSc Finance, BSc Economics, BSc Psychology, BEng Mechanical Engineering, BEng Civil Engineering, BEng Marine Technology, BA English Literature, BA International Relations, BSc Environmental Science, BSc Mathematics, BSc Artificial Intelligence."
Course Data,PhD,N/A,N/A,Give me a list of PhD courses.,"The PhD courses offered are: PhD Computer Science, PhD Artificial Intelligence, PhD Cyber Security, PhD Marine Engineering, PhD Marine Biology, PhD Management Studies, PhD Economics, PhD Data Science, PhD Psychology, PhD Environmental Science."
Course Data,Computer Science,N/A,N/A,Give me a list of computer science courses.,"The Computer Science related courses are: BSc Computer Science, BSc Software Engineering, BSc Artificial Intelligence, MSc Computer Science, MSc Applied AI and Data Science, MSc Cyber Security, MSc Data Analytics, PhD Computer Science, PhD Artificial Intelligence, PhD Cyber Security, PhD Data Science."
Course Data,Management,N/A,N/A,Give me a list of management courses.,"The Management courses offered are: BSc Business Management, BSc Finance, BSc Economics, MSc Marketing Management, MSc Project Management, MSc International Business, MSc Human Resource Management, MSc Supply Chain Management, PhD Management Studies, PhD Economics."
Course Data,Marine,N/A,N/A,Give me a list of marine courses.,"The Marine courses offered are: BSc Marine Engineering, BEng Marine Technology, MSc Marine Engineering, MSc Marine Biology, PhD Marine Engineering, PhD Marine Biology."
Course Data,Masters,N/A,N/A,Show me the masters programs available.,"The Masters courses offered are: MSc Applied AI and Data Science, MSc Cyber Security, MSc Marine Engineering, MSc Data Analytics, MSc Finance, MSc Marketing Management, MSc Project Management, MSc International Business, MSc Human Resource Management, MSc Computer Science, MSc Marine Biology, MSc Supply Chain Management."
Course Data,Masters,N/A,N/A,List all MSc and master's courses.,"The Masters courses offered are: MSc Applied AI and Data Science, MSc Cyber Security, MSc Marine Engineering, MSc Data Analytics, MSc Finance, MSc Marketing Management, MSc Project Management, MSc International Business, MSc Human Resource Management, MSc Computer Science, MSc Marine Biology, MSc Supply Chain Management."
Course Data,Masters,N/A,N/A,What master's courses do you offer?,"The Masters courses offered are: MSc Applied AI and Data Science, MSc Cyber Security, MSc Marine Engineering, MSc Data Analytics, MSc Finance, MSc Marketing Management, MSc Project Management, MSc International Business, MSc Human Resource Management, MSc Computer Science, MSc Marine Biology, MSc Supply Chain Management."
Course Data,Masters,N/A,N/A,I want a list of MSc programs.,"The Masters courses offered are: MSc Applied AI and Data Science, MSc Cyber Security, MSc Marine Engineering, MSc Data Analytics, MSc Finance, MSc Marketing Management, MSc Project Management, MSc International Business, MSc Human Resource Management, MSc Computer Science, MSc Marine Biology, MSc Supply Chain Management."
Course Data,Masters,N/A,N/A,Provide all postgraduate master courses.,"The Masters courses offered are: MSc Applied AI and Data Science, MSc Cyber Security, MSc Marine Engineering, MSc Data Analytics, MSc Finance, MSc Marketing Management, MSc Project Management, MSc International Business, MSc Human Resource Management, MSc Computer Science, MSc Marine Biology, MSc Supply Chain Management."
Course Data,Masters,N/A,N/A,Give me the names of all masters level courses.,"The Masters courses offered are: MSc Applied AI and Data Science, MSc Cyber Security, MSc Marine Engineering, MSc Data Analytics, MSc Finance, MSc Marketing Management, MSc Project Management, MSc International Business, MSc Human Resource Management, MSc Computer Science, MSc Marine Biology, MSc Supply Chain Management."
Course Data,UG,N/A,N/A,List all undergraduate programs.,"The Undergraduate courses offered are: BSc Computer Science, BSc Software Engineering, BSc Marine Engineering, BSc Business Management, BSc Finance, BSc Economics, BSc Psychology, BEng Mechanical Engineering, BEng Civil Engineering, BEng Marine Technology, BA English Literature, BA International Relations, BSc Environmental Science, BSc Mathematics, BSc Artificial Intelligence."
Course Data,UG,N/A,N/A,Show me the UG courses available.,"The Undergraduate courses offered are: BSc Computer Science, BSc Software Engineering, BSc Marine Engineering, BSc Business Management, BSc Finance, BSc Economics, BSc Psychology, BEng Mechanical Engineering, BEng Civil Engineering, BEng Marine Technology, BA English Literature, BA International Relations, BSc Environmental Science, BSc Mathematics, BSc Artificial Intelligence."
Course Data,UG,N/A,N/A,What undergraduate courses are offered?,"The Undergraduate courses offered are: BSc Computer Science, BSc Software Engineering, BSc Marine Engineering, BSc Business Management, BSc Finance, BSc Economics, BSc Psychology, BEng Mechanical Engineering, BEng Civil Engineering, BEng Marine Technology, BA English Literature, BA International Relations, BSc Environmental Science, BSc Mathematics, BSc Artificial Intelligence."
Course Data,UG,N/A,N/A,Give me a list of bachelor's degrees.,"The Undergraduate courses offered are: BSc Computer Science, BSc Software Engineering, BSc Marine Engineering, BSc Business Management, BSc Finance, BSc Economics, BSc Psychology, BEng Mechanical Engineering, BEng Civil Engineering, BEng Marine Technology, BA English Literature, BA International Relations, BSc Environmental Science, BSc Mathematics, BSc Artificial Intelligence."
Course Data,UG,N/A,N/A,I want to see all undergrad courses.,"The Undergraduate courses offered are: BSc Computer Science, BSc Software Engineering, BSc Marine Engineering, BSc Business Management, BSc Finance, BSc Economics, BSc Psychology, BEng Mechanical Engineering, BEng Civil Engineering, BEng Marine Technology, BA English Literature, BA International Relations, BSc Environmental Science, BSc Mathematics, BSc Artificial Intelligence."
Course Data,UG,N/A,N/A,Provide all undergraduate course names.,"The Undergraduate courses offered are: BSc Computer Science, BSc Software Engineering, BSc Marine Engineering, BSc Business Management, BSc Finance, BSc Economics, BSc Psychology, BEng Mechanical Engineering, BEng Civil Engineering, BEng Marine Technology, BA English Literature, BA International Relations, BSc Environmental Science, BSc Mathematics, BSc Artificial Intelligence."
Course Data,PhD,N/A,N/A,List all doctoral programs.,"The PhD courses offered are: PhD Computer Science, PhD Artificial Intelligence, PhD Cyber Security, PhD Marine Engineering, PhD Marine Biology, PhD Management Studies, PhD Economics, PhD Data Science, PhD Psychology, PhD Environmental Science."
Course Data,PhD,N/A,N/A,Show me the PhD courses available.,"The PhD courses offered are: PhD Computer Science, PhD Artificial Intelligence, PhD Cyber Security, PhD Marine Engineering, PhD Marine Biology, PhD Management Studies, PhD Economics, PhD Data Science, PhD Psychology, PhD Environmental Science."
Course Data,PhD,N/A,N/A,What PhD programs does the college offer?,"The PhD courses offered are: PhD Computer Science, PhD Artificial Intelligence, PhD Cyber Security, PhD Marine Engineering, PhD Marine Biology, PhD Management Studies, PhD Economics, PhD Data Science, PhD Psychology, PhD Environmental Science."
Course Data,PhD,N/A,N/A,Give me a list of doctoral courses.,"The PhD courses offered are: PhD Computer Science, PhD Artificial Intelligence, PhD Cyber Security, PhD Marine Engineering, PhD Marine Biology, PhD Management Studies, PhD Economics, PhD Data Science, PhD Psychology, PhD Environmental Science."
Course Data,PhD,N/A,N/A,I want to see all PhD-level programs.,"The PhD courses offered are: PhD Computer Science, PhD Artificial Intelligence, PhD Cyber Security, PhD Marine Engineering, PhD Marine Biology, PhD Management Studies, PhD Economics, PhD Data Science, PhD Psychology, PhD Environmental Science."
Course Data,PhD,N/A,N/A,Provide all PhD course names.,"The PhD courses offered are: PhD Computer Science, PhD Artificial Intelligence, PhD Cyber Security, PhD Marine Engineering, PhD Marine Biology, PhD Management Studies, PhD Economics, PhD Data Science, PhD Psychology, PhD Environmental Science."
Course Data,Computer Science,N/A,N/A,Show me all computer science related courses.,"The Computer Science related courses are: BSc Computer Science, BSc Software Engineering, BSc Artificial Intelligence, MSc Computer Science, MSc Applied AI and Data Science, MSc Cyber Security, MSc Data Analytics, PhD Computer Science, PhD Artificial Intelligence, PhD Cyber Security, PhD Data Science."
Course Data,Computer Science,N/A,N/A,List CS courses.,"The Computer Science related courses are: BSc Computer Science, BSc Software Engineering, BSc Artificial Intelligence, MSc Computer Science, MSc Applied AI and Data Science, MSc Cyber Security, MSc Data Analytics, PhD Computer Science, PhD Artificial Intelligence, PhD Cyber Security, PhD Data Science."
Course Data,Computer Science,N/A,N/A,Which computer science programs do you have?,"The Computer Science related courses are: BSc Computer Science, BSc Software Engineering, BSc Artificial Intelligence, MSc Computer Science, MSc Applied AI and Data Science, MSc Cyber Security, MSc Data Analytics, PhD Computer Science, PhD Artificial Intelligence, PhD Cyber Security, PhD Data Science."
Course Data,Computer Science,N/A,N/A,Give me courses related to computer science.,"The Computer Science related courses are: BSc Computer Science, BSc Software Engineering, BSc Artificial Intelligence, MSc Computer Science, MSc Applied AI and Data Science, MSc Cyber Security, MSc Data Analytics, PhD Computer Science, PhD Artificial Intelligence, PhD Cyber Security, PhD Data Science."
Course Data,Computer Science,N/A,N/A,Show MSc/BSc/PhD courses in computer science.,"The Computer Science related courses are: BSc Computer Science, BSc Software Engineering, BSc Artificial Intelligence, MSc Computer Science, MSc Applied AI and Data Science, MSc Cyber Security, MSc Data Analytics, PhD Computer Science, PhD Artificial Intelligence, PhD Cyber Security, PhD Data Science."
Course Data,Computer Science,N/A,N/A,Provide all computer science course names.,"The Computer Science related courses are: BSc Computer Science, BSc Software Engineering, BSc Artificial Intelligence, MSc Computer Science, MSc Applied AI and Data Science, MSc Cyber Security, MSc Data Analytics, PhD Computer Science, PhD Artificial Intelligence, PhD Cyber Security, PhD Data Science."
Course Data,Management,N/A,N/A,Show me all management related courses.,"The Management courses offered are: BSc Business Management, BSc Finance, BSc Economics, MSc Marketing Management, MSc Project Management, MSc International Business, MSc Human Resource Management, MSc Supply Chain Management, PhD Management Studies, PhD Economics."
Course Data,Management,N/A,N/A,List management programs.,"The Management courses offered are: BSc Business Management, BSc Finance, BSc Economics, MSc Marketing Management, MSc Project Management, MSc International Business, MSc Human Resource Management, MSc Supply Chain Management, PhD Management Studies, PhD Economics."
Course Data,Management,N/A,N/A,Which management courses are available?,"The Management courses offered are: BSc Business Management, BSc Finance, BSc Economics, MSc Marketing Management, MSc Project Management, MSc International Business, MSc Human Resource Management, MSc Supply Chain Management, PhD Management Studies, PhD Economics."
Course Data,Management,N/A,N/A,Give me courses related to management.,"The Management courses offered are: BSc Business Management, BSc Finance, BSc Economics, MSc Marketing Management, MSc Project Management, MSc International Business, MSc Human Resource Management, MSc Supply Chain Management, PhD Management Studies, PhD Economics."
Course Data,Management,N/A,N/A,Show BBA/MBA/PhD management courses.,"The Management courses offered are: BSc Business Management, BSc Finance, BSc Economics, MSc Marketing Management, MSc Project Management, MSc International Business, MSc Human Resource Management, MSc Supply Chain Management, PhD Management Studies, PhD Economics."
Course Data,Management,N/A,N/A,Provide all management course names.,"The Management courses offered are: BSc Business Management, BSc Finance, BSc Economics, MSc Marketing Management, MSc Project Management, MSc International Business, MSc Human Resource Management, MSc Supply Chain Management, PhD Management Studies, PhD Economics."
Course Data,Marine,N/A,N/A,Show me all marine related courses.,"The Marine courses offered are: BSc Marine Engineering, BEng Marine Technology, MSc Marine Engineering, MSc Marine Biology, PhD Marine Engineering, PhD Marine Biology."
Course Data,Marine,N/A,N/A,List marine programs.,"The Marine courses offered are: BSc Marine Engineering, BEng Marine Technology, MSc Marine Engineering, MSc Marine Biology, PhD Marine Engineering, PhD Marine Biology."
Course Data,Marine,N/A,N/A,Which marine courses do you offer?,"The Marine courses offered are: BSc Marine Engineering, BEng Marine Technology, MSc Marine Engineering, MSc Marine Biology, PhD Marine Engineering, PhD Marine Biology."
Course Data,Marine,N/A,N/A,Give me courses related to marine studies.,"The Marine courses offered are: BSc Marine Engineering, BEng Marine Technology, MSc Marine Engineering, MSc Marine Biology, PhD Marine Engineering, PhD Marine Biology."
Course Data,Marine,N/A,N/A,Show BSc/MSc/PhD marine courses.,"The Marine courses offered are: BSc Marine Engineering, BEng Marine Technology, MSc Marine Engineering, MSc Marine Biology, PhD Marine Engineering, PhD Marine Biology."
Course Data,Marine,N/A,N/A,Provide all marine course names.,"The Marine courses offered are: BSc Marine Engineering, BEng Marine Technology, MSc Marine Engineering, MSc Marine Biology, PhD Marine Engineering, PhD Marine Biology."
